protein1Name	protein1ID	protein2Name	protein2ID	pmid	cellType	exprType	modification_date
POU5F1	18999	CHD4	107932	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	MTA1	116870	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	GATAD2A	234366	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	MTA2	23942	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	GATAD2B	229542	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	HDAC1	433759	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	MBD3	17192	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	MTA3	116871	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	HDAC2	15182	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	RBBP7	245688	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	SMARCC1	20588	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	SMARCA4	20586	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	PHC1	13619	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	RNF2	19821	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	RYBP	56353	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	TRRAP	100683	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	EP400	75560	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	KDM1	99982	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	ZMYM2	76007	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	RCOR2	104383	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	SALL4	99377	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	SALL1	58198	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	ZFP219	69890	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	ARID3B	56380	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	WDR5	140858	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	ZFP462	242466	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	SOX2	20674	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	MGA	232714	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	UBP1	22221	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	NACC1	66830	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	HCFC1	15161	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	HELLS	15201	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	RBPJ	19664	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	TCFCP2L1	81879	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	DPF2	19708	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	ESRRB	26380	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	PML	56188	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	FOXP4	74123	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	CTBP2	13017	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	NR0B1	11614	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	ZFP143	20841	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	KLF5	12224	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	RIF1	321000	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	L1TD1	381591	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	AKAP8	56399	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	MSH2	17685	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	OGT	108155	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	RBM14	56275	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	FRG1	14300	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	SMC1A	24061	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	EMSY	233545	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	0610010K14RIK	104457	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	2810474O19RIK	67246	20362541	MESC	IP-MS	10/22/2010
POU5F1	18999	ZCCHC8	70650	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	CHD4	107932	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	GATAD2A	234366	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	MTA2	23942	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	MTA1	116870	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	GATAD2B	229542	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	MTA3	116871	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	MBD3	17192	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	HDAC1	433759	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	HDAC2	15182	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	RBBP4	19646	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	RBBP7	245688	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	MBD2	17191	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	ACTL6A	56456	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	SMARCC1	20588	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	SMARCD1	83797	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	ARID1A	93760	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	SMARCB1	20587	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	SMARCA4	20586	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	SALL1	58198	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	BEND3	331623	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	ZFP219	69890	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	NACC1	66830	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	RUVB12	0	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	WDR5	140858	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	POU5F1	18999	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	GRHL2	252973	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	SALL3	20689	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	CXXC5	67393	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	ZFP143	20841	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	TCFCP2	21422	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	SALL2	50524	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	KLF5	12224	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	CTBP2	13017	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	ZBTB2	381990	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	DPF2	19708	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	EWSR1R1	0	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	ESRRB	26380	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	USP9X	22284	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	7420416P09RIK	432677	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	SET	56086	20362541	MESC	IP-MS	10/22/2010
SALL4	99377	L1TD1	381591	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	SALL4	99377	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	ESRRB	26380	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	SNW1	66354	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	SALL1	58198	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	WDR5	140858	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	POU5F1	18999	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	PRMT1	15469	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	RIF1	321000	20362541	MESC	IP-MS	10/22/2010
NR0B1	11614	OGT	108155	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	CHD4	107932	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	GATAD2A	234366	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MTA1	116870	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MTA2	23942	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	GATAD2B	229542	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	HDAC1	433759	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	RBBP7	245688	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	HDAC2	15182	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MTA3	116871	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MBD3	17192	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MBD2	17191	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	TRRAP	100683	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	RUVBL2	20174	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	EP400	75560	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	RUVBL1	56505	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ACTL6A	56456	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	YEAFS4	0	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	VPS72	21427	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	DMAP1	66233	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	BRD8	78656	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ING3	71777	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	1600027RIK	0	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SMARCC1	20588	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SMARCA4	20586	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ARID1A	93760	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ACTL6A	56456	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SMARCC2	68094	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SMARCE1	57376	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SMARCD1	83797	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SMARCB1	20587	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SMARCD2	83796	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	RNF2	19821	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	PHC1	13619	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	PCGF6	71041	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	RYBP	56353	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SALL4	99377	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	UBP1	22221	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	TCFCP2	21422	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	KDM1	99982	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SALL1	58198	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ESRRB	26380	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SMARCA5	93762	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	WDR5	140858	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	PEG10	170676	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	YEATS2	208146	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	HCFC1	15161	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ZMYM4	67785	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	HELLS	15201	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MGA	232714	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ZFP452	0	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	POU5F1	18999	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	DPF2	19708	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	POGZ	229584	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ZFP143	20841	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SIN3A	20466	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	HNRNPAB	15384	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	WIZ	22404	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ADNP	11538	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SATB2	212712	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	KLF5	12224	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	TRIM33	94093	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MYBL2	17865	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	BPTF	207165	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	GRHL2	252973	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	L3MBTL2	214669	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ZZZ3	108946	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	EHMT1	77683	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ZFP828	101994	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	RIF1	321000	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ZCCHC8	70650	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	SUPT16H	114741	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	LIG3	16882	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	OGT	108155	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	XRCC6	14375	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	XRCC5	22596	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	C130039O16RIK	238317	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MSH2	17685	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	L1TD1	381591	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	MSH6	17688	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	RBM14	56275	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	XRCC1	22594	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	POLB	18970	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	EMSY	233545	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	RPA1	68275	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	PRKDC	19090	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	4632411B12RIK	226976	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	AKAP8	56399	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	PNKP	59047	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	ASF1A	66403	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	CABIN1	104248	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	2310057J16RIK	69697	20362541	MESC	IP-MS	10/22/2010
TCFCP2L1	81879	UBQIN4	0	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	SMARCC1	20588	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	ARID1A	93760	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	SMARCA4	20586	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	SMARCD1	83797	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	PBRM1	66923	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	TRRAP	100683	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	EP400	75560	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	YEATS4	64050	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	DMAP1	66233	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	BRD8	78656	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	ING3	71777	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	1600027RIK	0	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	CHD4	107932	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	GATAD2A	234366	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MTA2	23942	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MTA1	116870	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	GATAD2B	229542	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MTA3	116871	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MBD3	17192	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	HDAC1	433759	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	HDAC2	15182	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	RBBP4	19646	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED14	26896	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED12	59024	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED23	70208	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED24	23989	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED17	234959	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED1	66070	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED16	216154	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED15	94112	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED13	327987	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED27	68975	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED25	192191	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED13L	76199	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED4	67381	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED26	70625	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED6	69792	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED8	80509	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	CNCC	0	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED30	69790	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED7	66213	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED29	67224	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	CDK8	264064	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED18	67219	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MED19	381379	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	POLR2A	20020	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	POLR2B	231329	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	POLR2C	20021	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	POLR2G	67710	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	TAF9	108143	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	TAF6	21343	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	TAF4A	228980	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	TAF10	24075	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	TBP	21374	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	WDR5	140858	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	HCFC1	15161	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MLL2	381022	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MLL3	231051	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	ASHL2	0	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	RBBP5	213464	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	SALL4	99377	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	NR0B1	11614	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	TCFCP2L1	81879	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	FKBP15	338355	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	ESRRA	26379	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	NCOA3	17979	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	UBP1	22221	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	NRIP1	268903	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	SALL1	58198	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	ZFP462	242466	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	CDC2A	12534	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	ZBTB9	474156	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	SMARCA5	93762	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	WIZ	22404	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	DPF2	19708	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	JMJD1C	108829	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	TCFCP2	21422	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	L3MBTL2	214669	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	POU5F1	18999	20362541	MESC	IP-MS	10/22/2010
ESRRB	26380	MYST1	67773	20362541	MESC	IP-MS	10/22/2010
