TF_name	target_id	target_name	target_synonyms
SOX4	ENSG00000251131	CTD-2035E11.3	-
SOX4	ENSG00000275689	FAS-AS1	-
SOX4	ENSG00000156103	MMP16	C8orf57,MMP-X2,MT-MMP2,MT-MMP3,MT3-MMP
SOX4	ENSG00000150455	TIRAP	BACTS1,Mal,MyD88-2,wyatt
SOX4	ENSG00000198825	INPP5F	MSTP007,MSTPO47,SAC2,hSAC2
SOX4	ENSG00000179523	EIF3J-AS1	-
SOX4	ENSG00000259234	RP11-17L5.4	-
SOX4	ENSG00000089351	GRAMD1A	KIAA1533
SOX4	ENSG00000163684	RPP14	HsHTD2,P14
SOX4	ENSG00000085644	ZNF213	CR53,ZKSCAN21,ZSCAN53
SOX4	ENSG00000258947	TUBB3	CDCBM,CDCBM1,CFEOM3,CFEOM3A,FEOM3,TUBB4,beta-4
SOX4	ENSG00000117448	AKR1A1	ALDR1,ALR,ARM,DD3,HEL-S-6
SOX4	ENSG00000110880	CORO1C	HCRNN4
SOX4	ENSG00000198832	SELM	SELM,SEPM
SOX4	ENSG00000274975	MIR6735	hsa-mir-6735
SOX4	ENSG00000228838	RP4-784A16.2	-
SOX4	ENSG00000166862	CACNG2	MRD10
SOX4	ENSG00000158864	NDUFS2	CI-49
SOX4	ENSG00000136144	RCBTB1	CLLD7,CLLL7,GLP,RDEOA
SOX4	ENSG00000136732	GYPC	CD236,CD236R,GE,GPC,GPD,GYPD,PAS-2,PAS-2'
SOX4	ENSG00000278834	RP11-458J1.1	-
SOX4	ENSG00000247271	ZBED5-AS1	-
SOX4	ENSG00000056487	PHF21B	BHC80L,PHF4
SOX4	ENSG00000105948	TTC26	DYF13,IFT56,dyf-13
SOX4	ENSG00000196876	SCN8A	BFIS5,CERIII,CIAT,EIEE13,MED,NaCh6,Nav1.6,PN4
SOX4	ENSG00000093183	SEC22C	SEC22L3
SOX4	ENSG00000199804	RNA5SP383	-
SOX4	ENSG00000133943	C14orf159	-
SOX4	ENSG00000137074	APTX	AOA,AOA1,AXA1,EAOH,EOAHA,FHA-HIT
SOX4	ENSG00000270670	RP11-248C1.3	-
SOX4	ENSG00000221944	TIGD1	mir-5001
SOX4	ENSG00000112902	SEMA5A	SEMAF,semF
SOX4	ENSG00000257987	LINC00935	-
SOX4	ENSG00000035928	RFC1	A1,MHCBFB,PO-GA,RECC1,RFC,RFC140
SOX4	ENSG00000145730	PAM	PAL,PHM
SOX4	ENSG00000149115	TNKS1BP1	TAB182
SOX4	ENSG00000275481	RP11-474P2.6	-
SOX4	ENSG00000164010	ERMAP	BTN5,PRO2801,RD,SC
SOX4	ENSG00000130517	PGPEP1	PAP-I,PGI,PGP,PGP-I,PGPI,Pcp
SOX4	ENSG00000164066	INTU	INT,PDZD6,PDZK6
SOX4	ENSG00000231563	RP11-245P10.4	-
SOX4	ENSG00000169926	KLF13	BTEB3,FKLF2,NSLP1,RFLAT-1,RFLAT1
SOX4	ENSG00000124243	BCAS4	CNOL
SOX4	ENSG00000116161	CACYBP	GIG5,PNAS-107,S100A6BP,SIP
SOX4	ENSG00000136014	USP44	-
SOX4	ENSG00000185442	FAM174B	-
SOX4	ENSG00000271821	XXbac-BPG299F13.14	-
SOX4	ENSG00000184838	PRR16	DSC54,LARGEN
SOX4	ENSG00000002016	RAD52	-
SOX4	ENSG00000173482	PTPRM	PTPRL1,R-PTP-MU,RPTPM,RPTPU,hR-PTPu
SOX4	ENSG00000162738	VANGL2	LPP1,LTAP,STB1,STBM,STBM1
SOX4	ENSG00000224597	SVIL-AS1	-
SOX4	ENSG00000128482	RNF112	BFP,ZNF179
SOX4	ENSG00000255749	GNAI2P1	-
SOX4	ENSG00000261396	CTD-2012K14.2	-
SOX4	ENSG00000178665	ZNF713	-
SOX4	ENSG00000103148	NPRL3	C16orf35,CGTHBA,FFEVF3,HS-40,MARE,NPR3,RMD11
SOX4	ENSG00000113916	BCL6	BCL5,BCL6A,LAZ3,ZBTB27,ZNF51
SOX4	ENSG00000274544	SNORD28	RNU28,SNORD28A,U28
SOX4	ENSG00000126903	SLC10A3	DXS253E,P3
SOX4	ENSG00000275091	CTB-55O6.13	-
SOX4	ENSG00000207047	SNORD51	RNU51,U51
SOX4	ENSG00000230457	PA2G4P4	-
SOX4	ENSG00000259775	RP11-45P15.4	-
SOX4	ENSG00000267059	UQCR11	0710008D09Rik,QCR10,UQCR
SOX4	ENSG00000144045	DQX1	-
SOX4	ENSG00000149809	TM7SF2	ANG1,DHCR14A,NET47
SOX4	ENSG00000213420	GPC2	-
SOX4	ENSG00000138311	ZNF365	Su48,UAN,ZNF365D
SOX4	ENSG00000274017	Metazoa_SRP	-
SOX4	ENSG00000233791	LINC01136	-
SOX4	ENSG00000120992	LYPLA1	APT-1,APT1,LPL-I,LPL1,hAPT1
SOX4	ENSG00000100156	SLC16A8	MCT3,REMP
SOX4	ENSG00000188976	NOC2L	NET15,NET7,NIR,PPP1R112
SOX4	ENSG00000213096	ZNF254	BMZF-5,HD-ZNF1,ZNF539,ZNF91L
SOX4	ENSG00000151208	DLG5	LP-DLG,P-DLG5,PDLG
SOX4	ENSG00000273209	RP11-107N15.1	-
SOX4	ENSG00000240457	RN7SL472P	-
SOX4	ENSG00000128699	ORMDL1	-
SOX4	ENSG00000125821	DTD1	C20orf88,DUE-B,DUEB,HARS2,pqn-68
SOX4	ENSG00000198276	UCKL1	MIRN1914,hsa-mir-1914
SOX4	ENSG00000104825	NFKBIB	IKBB,TRIP9
SOX4	ENSG00000106299	WASL	N-WASP,NWASP,WASPB
SOX4	ENSG00000103222	ABCC1	ABC29,ABCC,GS-X,MRP,MRP1
SOX4	ENSG00000239224	RN7SL546P	-
SOX4	ENSG00000136868	SLC31A1	COPT1,CTR1
SOX4	ENSG00000104953	TLE6	GRG6,PREMBL
SOX4	ENSG00000238160	AC116366.5	-
SOX4	ENSG00000237819	AC002454.1	-
SOX4	ENSG00000254933	RP11-619A14.2	-
SOX4	ENSG00000271614	LINC00936	LINC00936
SOX4	ENSG00000104064	GABPB1	BABPB2,E4TF1,E4TF1-47,E4TF1-53,E4TF1B,GABPB,GABPB-1,GABPB2,NRF2B1,NRF2B2
SOX4	ENSG00000147576	ADHFE1	ADH8,HMFT2263,HOT
SOX4	ENSG00000086991	NOX4	KOX,KOX-1,RENOX
SOX4	ENSG00000126773	PCNXL4	C14orf135,FBP2,PCNXL4
SOX4	ENSG00000105176	URI1	C19orf2,NNX3,PPP1R19,RMP,URI
SOX4	ENSG00000271882	KB-1410C5.5	-
SOX4	ENSG00000123612	ACVR1C	ACVRLK7,ALK7
SOX4	ENSG00000090612	ZNF268	HZF3
SOX4	ENSG00000115446	UNC50	GMH1,HSD23,PDLs22,UNCL,URP
SOX4	ENSG00000100330	MTMR3	FYVE-DSP1,ZFYVE10
SOX4	ENSG00000226963	AC078883.4	-
SOX4	ENSG00000128191	DGCR8	MIRN1306,hsa-mir-1306,mir-1306
SOX4	ENSG00000183655	KLHL25	ENC-2,ENC2
SOX4	ENSG00000185112	FAM43A	-
SOX4	ENSG00000123219	CENPK	AF5alpha,CENP-K,FKSG14,P33,Solt
SOX4	ENSG00000242242	PVRL3-AS1	-
SOX4	ENSG00000246662	LINC00535	-
SOX4	ENSG00000111011	RSRC2	-
SOX4	ENSG00000240875	LINC00886	-
SOX4	ENSG00000229862	RP11-505P4.7	-
SOX4	ENSG00000100490	CDKL1	KKIALRE,P42
SOX4	ENSG00000117020	AKT3	MPPH,MPPH2,PKB-GAMMA,PKBG,PRKBG,RAC-PK-gamma,RAC-gamma,STK-2
SOX4	ENSG00000151491	EPS8	DFNB102
SOX4	ENSG00000099949	LZTR1	BTBD29,LZTR-1,NS10,SWNTS2
SOX4	ENSG00000005100	DHX33	DDX33
SOX4	ENSG00000079277	MKNK1	MNK1
SOX4	ENSG00000123080	CDKN2C	INK4C,p18,p18-INK4C
SOX4	ENSG00000280366	RP11-327L9.1	-
SOX4	ENSG00000174437	ATP2A2	ATP2B,DAR,DD,SERCA2
SOX4	ENSG00000160208	RRP1B	KIAA0179,NNP1L,Nnp1,PPP1R136,RRP1
SOX4	ENSG00000052795	FNIP2	FNIPL,MAPO1
SOX4	ENSG00000204388	HSPA1B	HSP70-1B,HSP70-2,HSP70.2
SOX4	ENSG00000219626	FAM228B	-
SOX4	ENSG00000171604	CXXC5	CF5,HSPC195,RINF,WID
SOX4	ENSG00000133059	DSTYK	CAKUT1,DustyPK,HDCMD38P,RIP5,RIPK5
SOX4	ENSG00000105518	TMEM205	UNQ501
SOX4	ENSG00000109089	CDR2L	HUMPPA
SOX4	ENSG00000145592	RPL37	L37
SOX4	ENSG00000183386	FHL3	SLIM2
SOX4	ENSG00000111641	NOP2	NOL1,NOP120,NSUN1,p120
SOX4	ENSG00000228150	RP11-84A14.4	-
SOX4	ENSG00000168883	USP39	65K,CGI-21,HSPC332,SAD1,SNRNP65
SOX4	ENSG00000160216	AGPAT3	LPAAT-GAMMA1,LPAAT3
SOX4	ENSG00000175826	CTDNEP1	DULLARD,HSA011916,NET56
SOX4	ENSG00000240303	ACAD11	ACAD-11
SOX4	ENSG00000065357	DGKA	DAGK,DAGK1,DGK-alpha
SOX4	ENSG00000162604	TM2D1	BBP
SOX4	ENSG00000177076	ACER2	ALKCDase2,ASAH3L
SOX4	ENSG00000197362	ZNF786	-
SOX4	ENSG00000260345	AC009052.12	-
SOX4	ENSG00000147535	PPAPDC1B	DPPL1,HTPAP,PPAPDC1B
SOX4	ENSG00000258922	CTD-2313J17.1	-
SOX4	ENSG00000105202	FBL	FIB,FLRN,RNU3IP1
SOX4	ENSG00000099203	TMED1	IL1RL1LG,Il1rl1l,Tp24,p24g1
SOX4	ENSG00000263465	SRSF8	DSM-1,SFRS2B,SRP46
SOX4	ENSG00000185414	MRPL30	-
SOX4	ENSG00000054654	SYNE2	EDMD5,NUA,NUANCE,Nesp2,Nesprin-2,SYNE-2,TROPH
SOX4	ENSG00000259804	CTD-2012K14.7	-
SOX4	ENSG00000135679	MDM2	ACTFS,HDMX,hdm2
SOX4	ENSG00000101898	MCTS2P	-
SOX4	ENSG00000248508	SRP14-AS1	-
SOX4	ENSG00000139675	HNRNPA1L2	-
SOX4	ENSG00000115286	NDUFS7	CI-20,CI-20KD,MY017,PSST
SOX4	ENSG00000254554	RP11-351I24.1	-
SOX4	ENSG00000148358	GPR107	GCDRP,LUSTR1,bA138E2.2
SOX4	ENSG00000129295	LRRC6	CILD19,LRTP,TSLRP
SOX4	ENSG00000170049	KCNAB3	AKR6A9,KCNA3.1B,KCNA3B,KV-BETA-3
SOX4	ENSG00000120616	EPC1	Epl1
SOX4	ENSG00000280177	RP5-906A24.1	-
SOX4	ENSG00000112339	HBS1L	EF-1a,ERFS,HBS1,HSPC276,eRF3c
SOX4	ENSG00000267783	CTB-55O6.10	-
SOX4	ENSG00000129946	SHC2	SCK,SHCB,SLI
SOX4	ENSG00000204256	BRD2	D6S113E,FSH,FSRG1,NAT,O27.1.1,RING3,RNF3
SOX4	ENSG00000271981	RP11-573G6.8	-
SOX4	ENSG00000178279	TNP2	TP2
SOX4	ENSG00000187840	EIF4EBP1	4E-BP1,4EBP1,BP-1,PHAS-I
SOX4	ENSG00000167992	VWCE	URG11,VWC1
SOX4	ENSG00000126217	MCF2L	ARHGEF14,DBS,OST
SOX4	ENSG00000093167	LRRFIP2	HUFI-2
SOX4	ENSG00000189362	TMEM194B	TMEM194B
SOX4	ENSG00000057935	MTA3	-
SOX4	ENSG00000112186	CAP2	-
SOX4	ENSG00000074696	PTPLAD1	B-IND1,BIND1,HSPC121,PTPLAD1
SOX4	ENSG00000254631	RP11-702H23.4	-
SOX4	ENSG00000197808	ZNF461	GIOT-1,GIOT1,HZF28
SOX4	ENSG00000197961	ZNF121	D19S204,ZHC32,ZNF20
SOX4	ENSG00000165752	STK32C	PKE,YANK3
SOX4	ENSG00000155850	SLC26A2	D5S1708,DTD,DTDST,EDM4,MST153,MSTP157
SOX4	ENSG00000274515	CTD-2026K11.5	-
SOX4	ENSG00000107882	SUFU	PRO1280,SUFUH,SUFUXL
SOX4	ENSG00000166165	CKB	B-CK,BCK,CKBB,HEL-211,HEL-S-29
SOX4	ENSG00000138376	BARD1	-
SOX4	ENSG00000183010	PYCR1	ARCL2B,ARCL3B,P5C,P5CR,PIG45,PP222,PRO3,PYCR
SOX4	ENSG00000198521	ZNF43	HTF6,KOX27,ZNF39L1
SOX4	ENSG00000177105	RHOG	ARHG
SOX4	ENSG00000137857	DUOX1	LNOX1,NOXEF1,THOX1
SOX4	ENSG00000107560	RAB11FIP2	Rab11-FIP2,nRip11
SOX4	ENSG00000053918	KCNQ1	ATFB1,ATFB3,JLNS1,KCNA8,KCNA9,KVLQT1,Kv1.9,Kv7.1,LQT,LQT1,RWS,SQT2,WRS
SOX4	ENSG00000204842	ATXN2	ATX2,SCA2,TNRC13
SOX4	ENSG00000175115	PACS1	MRD17,SHMS
SOX4	ENSG00000276791	CTD-2270P14.5	-
SOX4	ENSG00000166260	COX11	COX11P
SOX4	ENSG00000155868	MED7	ARC34,CRSP33,CRSP9
SOX4	ENSG00000172954	LCLAT1	1AGPAT8,AGPAT8,ALCAT1,HSRG1849,LYCAT,UNQ1849
SOX4	ENSG00000101146	RAE1	MIG14,MRNP41,Mnrp41,dJ481F12.3,dJ800J21.1
SOX4	ENSG00000260228	RP11-483P21.2	-
SOX4	ENSG00000106683	LIMK1	LIMK,LIMK-1
SOX4	ENSG00000224157	HCG14	dJ111M5.4
SOX4	ENSG00000265176	MIR3202-1	mir-3202-1
SOX4	ENSG00000117394	SLC2A1	CSE,DYT17,DYT18,DYT9,EIG12,GLUT,GLUT-1,GLUT1,GLUT1DS,HTLVR,PED,SDCHCN
SOX4	ENSG00000030419	IKZF2	ANF1A2,HELIOS,ZNF1A2,ZNFN1A2
SOX4	ENSG00000267755	AC004623.2	-
SOX4	ENSG00000125841	NRSN2	C20orf98,dJ1103G7.6
SOX4	ENSG00000196352	CD55	CR,CROM,DAF,TC
SOX4	ENSG00000126457	PRMT1	ANM1,HCP1,HRMT1L2,IR1B4
SOX4	ENSG00000256458	RP11-363J17.1	-
SOX4	ENSG00000112578	BYSL	BYSTIN
SOX4	ENSG00000032389	TSSC1	EIPR1
SOX4	ENSG00000176386	CDC26	ANAPC12,APC12,C9orf17
SOX4	ENSG00000173267	SNCG	BCSG1,SR
SOX4	ENSG00000259685	CTD-2315E11.1	-
SOX4	ENSG00000146966	DENND2A	FAM31D,KIAA1277
SOX4	ENSG00000164031	DNAJB14	EGNR9427,PRO34683
SOX4	ENSG00000060138	YBX3	CSDA,CSDA1,DBPA,ZONAB
SOX4	ENSG00000276664	TUG1_1	-
SOX4	ENSG00000015153	YAF2	-
SOX4	ENSG00000246339	EXTL3-AS1	C8orf50
SOX4	ENSG00000274309	SNORA71E	ACA39,SNORA39
SOX4	ENSG00000107443	CCNJ	bA690P14.1
SOX4	ENSG00000106263	EIF3B	EIF3-ETA,EIF3-P110,EIF3-P116,EIF3S9,PRT1
SOX4	ENSG00000108010	GLRX3	GLRX4,GRX3,GRX4,PICOT,TXNL2,TXNL3
SOX4	ENSG00000013810	TACC3	ERIC-1,ERIC1
SOX4	ENSG00000187231	SESTD1	SOLO
SOX4	ENSG00000141431	ASXL3	BRPS,KIAA1713
SOX4	ENSG00000254109	RBPMS-AS1	-
SOX4	ENSG00000275681	LL0XNC01-138C3.2	-
SOX4	ENSG00000078900	TP73	P73
SOX4	ENSG00000270820	RP11-355B11.2	-
SOX4	ENSG00000168028	RPSA	37LRP,67LR,ICAS,LAMBR,LAMR1,LBP,LBP/p40,LRP,LRP/LR,NEM/1CHD4,SA,lamR,p40
SOX4	ENSG00000255381	AP001258.5	-
SOX4	ENSG00000249406	RP11-893F2.5	-
SOX4	ENSG00000201027	RN7SKP107	-
SOX4	ENSG00000112378	PERP	KCP1,KRTCAP1,PIGPC1,THW,dJ496H19.1
SOX4	ENSG00000203546	RP11-176H8.1	-
SOX4	ENSG00000172239	PAIP1	-
SOX4	ENSG00000151365	THRSP	LPGP1,Lpgp,S14,SPOT14,THRP
SOX4	ENSG00000163528	CHCHD4	MIA40,TIMM40
SOX4	ENSG00000230314	ELOVL2-AS1	-
SOX4	ENSG00000066855	MTFR1	CHPPR,FAM54A2
SOX4	ENSG00000117868	ESYT2	CHR2SYT,E-Syt2,FAM62B
SOX4	ENSG00000181826	RELL1	-
SOX4	ENSG00000214711	CAPN14	-
SOX4	ENSG00000255057	RP11-567M21.3	-
SOX4	ENSG00000269604	AC005523.2	-
SOX4	ENSG00000176273	SLC35G1	C10orf60,POST,TMEM20
SOX4	ENSG00000116698	SMG7	C1orf16,EST1C,SGA56M
SOX4	ENSG00000181722	ZBTB20	DPZF,HOF,ODA-8S,PRIMS,ZNF288
SOX4	ENSG00000167641	PPP1R14A	CPI-17,CPI17,PPP1INL
SOX4	ENSG00000167491	GATAD2A	p66alpha
SOX4	ENSG00000248980	RP11-87F15.2	-
SOX4	ENSG00000176171	BNIP3	NIP3
SOX4	ENSG00000143198	MGST3	GST-III
SOX4	ENSG00000277654	RP11-255M2.3	-
SOX4	ENSG00000253054	RNU7-77P	-
SOX4	ENSG00000188229	TUBB4B	Beta2,TUBB2,TUBB2C
SOX4	ENSG00000204438	GPANK1	ANKRD59,BAT4,D6S54E,G5,GPATCH10
SOX4	ENSG00000243819	RN7SL832P	-
SOX4	ENSG00000217646	HIST1H2BPS2	-
SOX4	ENSG00000225030	RP4-784A16.3	-
SOX4	ENSG00000167779	IGFBP6	IBP6
SOX4	ENSG00000108061	SHOC2	SIAA0862,SOC2,SUR8
SOX4	ENSG00000127995	CASD1	C7orf12,NBLA04196
SOX4	ENSG00000100097	LGALS1	GAL1,GBP
SOX4	ENSG00000165502	RPL36AL	RPL36A
SOX4	ENSG00000182552	RWDD4	FAM28A,RWDD4A
SOX4	ENSG00000274760	ZNFX1-AS1_2	-
SOX4	ENSG00000049860	HEXB	ENC-1AS,HEL-248,HEL-S-111
SOX4	ENSG00000198700	IPO9	Imp9
SOX4	ENSG00000174227	PIGG	GPI7,LAS21,MRT53,PRO4405,RLGS1930
SOX4	ENSG00000229016	RP11-224O19.4	-
SOX4	ENSG00000253475	RP11-110G21.2	-
SOX4	ENSG00000167986	DDB1	DDBA,UV-DDB1,XAP1,XPCE,XPE,XPE-BF
SOX4	ENSG00000158062	UBXN11	COA-1,PP2243,SOC,SOCI,UBXD5
SOX4	ENSG00000213199	ASIC3	ACCN3,DRASIC,SLNAC1,TNaC1
SOX4	ENSG00000104522	TSTA3	FX,P35B,SDR4E1
SOX4	ENSG00000177697	CD151	GP27,MER2,PETA-3,RAPH,SFA1,TSPAN24
SOX4	ENSG00000200983	SNORA45A	ACA3,SNORA3,SNORA45A
SOX4	ENSG00000154642	C21orf91	C21orf14,C21orf38,CSSG1,EURL,YG81
SOX4	ENSG00000074319	TSG101	TSG10,VPS23
SOX4	ENSG00000224713	AC025165.8	-
SOX4	ENSG00000188211	NCR3LG1	B7-H6,B7H6,DKFZp686O24166
SOX4	ENSG00000198690	FAN1	KIAA1018,KMIN,MTMR15,hFAN1
SOX4	ENSG00000244036	RP11-306G20.1	-
SOX4	ENSG00000260729	RP11-106M3.2	-
SOX4	ENSG00000157181	C1orf27	ODR4,TTG1,odr-4
SOX4	ENSG00000186153	WWOX	D16S432E,EIEE28,FOR,FRA16D,HHCMA56,PRO0128,SCAR12,SDR41C1,WOX1
SOX4	ENSG00000108799	EZH1	KMT6B
SOX4	ENSG00000114735	HEMK1	HEMK,MTQ1
SOX4	ENSG00000131473	ACLY	ACL,ATPCL,CLATP
SOX4	ENSG00000149289	ZC3H12C	MCPIP3
SOX4	ENSG00000060656	PTPRU	FMI,PCP-2,PTP,PTP-J,PTP-PI,PTP-RO,PTPPSI,PTPRO,PTPU2,R-PTP-PSI,R-PTP-U,hPTP-J
SOX4	ENSG00000115297	TLX2	HOX11L1,NCX
SOX4	ENSG00000279753	AC011558.5	-
SOX4	ENSG00000127561	SYNGR3	-
SOX4	ENSG00000259368	RP11-64K12.4	-
SOX4	ENSG00000162927	PUS10	CCDC139,DOBI
SOX4	ENSG00000236021	RP11-195C7.1	-
SOX4	ENSG00000184967	NOC4L	NET49,NOC4,UTP19
SOX4	ENSG00000157657	ZNF618	FP13169,NEDD10
SOX4	ENSG00000156587	UBE2L6	RIG-B,UBCH8
SOX4	ENSG00000171262	FAM98B	-
SOX4	ENSG00000169398	PTK2	FADK,FAK,FAK1,FRNK,PPP1R71,p125FAK,pp125FAK
SOX4	ENSG00000134901	KDELC1	EP58,ERp58,KDEL1
SOX4	ENSG00000237371	RP13-152O15.5	-
SOX4	ENSG00000122512	PMS2	HNPCC4,MLH4,PMS2CL,PMSL2
SOX4	ENSG00000161791	FMNL3	FHOD3,FRL2,WBP-3,WBP3
SOX4	ENSG00000172366	FAM195A	-
SOX4	ENSG00000121905	HPCA	BDR2,DYT2
SOX4	ENSG00000151445	VIPAS39	C14orf133,SPE-39,SPE39,VIPAR,VPS16B,hSPE-39
SOX4	ENSG00000276161	SNORA43	-
SOX4	ENSG00000136830	FAM129B	C9orf88,MEG-3,MINERVA,OC58,bA356B19.6
SOX4	ENSG00000177807	KCNJ10	BIRK-10,KCNJ13-PEN,KIR1.2,KIR4.1,SESAME
SOX4	ENSG00000090975	PITPNM2	NIR-3,NIR3,RDGB2,RDGBA2
SOX4	ENSG00000266642	RP11-20B24.4	-
SOX4	ENSG00000237425	RPSAP2	-
SOX4	ENSG00000278954	RP13-415G19.2	-
SOX4	ENSG00000274603	Y_RNA	-
SOX4	ENSG00000069956	MAPK6	ERK3,HsT17250,PRKM6,p97MAPK
SOX4	ENSG00000008130	NADK	dJ283E3.1
SOX4	ENSG00000163939	PBRM1	BAF180,PB1
SOX4	ENSG00000077684	JADE1	PHF17
SOX4	ENSG00000185972	CCIN	BTBD20,KBTBD14
SOX4	ENSG00000149823	VPS51	ANG2,ANG3,C11orf2,C11orf3,FFR
SOX4	ENSG00000250220	RP11-692D12.1	-
SOX4	ENSG00000205861	C1QTNF9B-AS1	-
SOX4	ENSG00000245275	SAP30L-AS1	-
SOX4	ENSG00000176101	SSNA1	N14,NA-14,NA14
SOX4	ENSG00000278156	TSC22D1-AS1	-
SOX4	ENSG00000241549	GUSBP2	GUSBL1,GUSBP4,SMA3-L,SMAC3L,SMAC3L2,b55C20.1,bA239L20.1,bA239L20.5,bGLU-Lp
SOX4	ENSG00000196220	SRGAP3	ARHGAP14,MEGAP,SRGAP2,WRP
SOX4	ENSG00000276966	HIST1H4E	H4/j,H4FJ
SOX4	ENSG00000218281	HIST1H2APS3	-
SOX4	ENSG00000109189	USP46	-
SOX4	ENSG00000105726	ATP13A1	ATP13A,CGI-152
SOX4	ENSG00000166439	RNF169	-
SOX4	ENSG00000171316	CHD7	CRG,HH5,IS3,KAL5
SOX4	ENSG00000259036	RP11-404P21.1	-
